expediente|cod_plan|des_plan|anio_apertura_expediente|abandona|convocatoria_acceso|des_acceso|nota_admision_def|sexo|lugar_origen|anio_nacimiento_interval
146|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2011-12|0|JUN|Selectividad|6.4|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
147|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2011-12|0|JUN|Selectividad|7.92|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
148|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2011-12|0|JUN|Selectividad|7.92|D|OTRO_MUNICIPIO|(1990.0, 1995.0]
149|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2011-12|1|JUN|Formación Profesional|5.5|H|OTRO_MUNICIPIO|(1985.0, 1990.0]
150|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2011-12|0|JUN|Formación Profesional|7.92|H|MISMO_MUNICIPIO|(1985.0, 1990.0]
151|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2011-12|1|JUN|Formación Profesional|6.57|D|MISMO_MUNICIPIO|(1985.0, 1990.0]
152|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2011-12|0|JUN|Formación Profesional|7.92|D|OTRO_MUNICIPIO|(1985.0, 1990.0]
154|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2011-12|0|JUN|Selectividad|7.92|D|OTRO_MUNICIPIO|(1990.0, 1995.0]
155|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2011-12|1|JUN|Selectividad|6.182|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
156|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2011-12|0|JUN|Selectividad|7.92|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
157|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2011-12|0|JUN|Selectividad|7.92|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
158|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2011-12|1|JUN|Selectividad|6.797|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
160|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2011-12|0|JUN|Selectividad|7.92|H|OTRA_COMUNIDAD|(1990.0, 1995.0]
161|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2011-12|1|JUN|Selectividad|6.01|H|MISMO_MUNICIPIO|(1985.0, 1990.0]
162|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2011-12|1|JUN|Formación Profesional|7.92|H|OTRO_MUNICIPIO|(1985.0, 1990.0]
163|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2011-12|1|SEP|Selectividad|5.746|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
166|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2011-12|0|JUN|Selectividad|7.92|D|OTRO_MUNICIPIO|(1990.0, 1995.0]
167|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2011-12|1|JUN|Selectividad|7.55|H|OTRO_MUNICIPIO|(1985.0, 1990.0]
168|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2011-12|0|SEP|Selectividad|7.92|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
169|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2011-12|1|SEP|Selectividad|5.378|H|OTRA_COMUNIDAD|(1990.0, 1995.0]
170|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2011-12|1|JUN|Mayores de 25/40/45 años|7.92|H|MISMO_MUNICIPIO|(1980.0, 1985.0]
171|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2011-12|1|JUN|Formación Profesional|7.92|H|OTRO_MUNICIPIO|(1985.0, 1990.0]
174|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2011-12|1|JUN|Selectividad|7.92|H|OTRA_COMUNIDAD|(1990.0, 1995.0]
175|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2011-12|1|JUN|Selectividad|7.322|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
176|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2011-12|1|SEP|Selectividad|7.92|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
178|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2011-12|1|JUN|Selectividad|6.974|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
179|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2011-12|1|JUN|Selectividad|7.92|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
180|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2010-11|1|SEP|Selectividad|7.92|H|OTRO_MUNICIPIO|(1985.0, 1990.0]
182|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2010-11|0|JUN|Selectividad|7.92|H|OTRO_MUNICIPIO|(1985.0, 1990.0]
186|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2010-11|1|JUN|Selectividad|7.92|H|OTRO_MUNICIPIO|(1985.0, 1990.0]
188|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2011-12|1|JUN|Formación Profesional|7.92|H|MISMO_MUNICIPIO|(1980.0, 1985.0]
189|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2010-11|0|JUN|Selectividad|7.92|H|OTRA_COMUNIDAD|(1985.0, 1990.0]
190|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2011-12|1|SEP|Selectividad|7.92|H|OTRA_COMUNIDAD|(1990.0, 1995.0]
191|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2011-12|1|SEP|Selectividad|7.92|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
192|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2011-12|1|SEP|Selectividad|5.51|H|OTRO_MUNICIPIO|(1985.0, 1990.0]
193|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2011-12|1|SEP|Selectividad|5.018|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
195|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|0|JUN|Selectividad|7.606|H|MISMO_MUNICIPIO|(1990.0, 1995.0]
197|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|0|JUN|Selectividad|10.022|D|OTRO_MUNICIPIO|(1990.0, 1995.0]
198|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|1|JUN|Selectividad|6.928|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
204|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|0|JUN|Selectividad|13.378|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
205|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|0|JUN|Selectividad|7.056|H|MISMO_MUNICIPIO|(1990.0, 1995.0]
208|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|1|JUN|Selectividad|7.976|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
210|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|0|JUN|Selectividad|10.278|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
211|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|0|JUN|Selectividad|10.192|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
212|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|0|JUN|Formación Profesional|9.43|H|MISMO_MUNICIPIO|(1980.0, 1985.0]
213|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|0|JUN|Formación Profesional|9.08|H|OTRO_MUNICIPIO|(1985.0, 1990.0]
222|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|0|JUN|Selectividad|9.128|D|OTRO_MUNICIPIO|(1990.0, 1995.0]
223|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|0|JUN|Selectividad|9.576|D|MISMO_MUNICIPIO|(1990.0, 1995.0]
224|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|1|JUN|Selectividad|7.022|H|MISMO_MUNICIPIO|(1990.0, 1995.0]
230|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|1|JUN|Selectividad|6.006|H|OTRA_COMUNIDAD|(1990.0, 1995.0]
231|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|1|JUN|Selectividad|5.832|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
237|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|0|JUN|Selectividad|7.574|D|OTRO_MUNICIPIO|(1990.0, 1995.0]
241|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|0|JUN|Selectividad|11.976|D|MISMO_MUNICIPIO|(1990.0, 1995.0]
248|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|0|JUN|Selectividad|9.242|H|MISMO_MUNICIPIO|(1990.0, 1995.0]
249|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|0|JUN|Selectividad|9.896|H|MISMO_MUNICIPIO|(1990.0, 1995.0]
254|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|1|JUN|Mayores de 25/40/45 años|7.92|H|OTRO_MUNICIPIO|(1975.0, 1980.0]
255|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|1|JUN|Mayores de 25/40/45 años|7.92|H|MISMO_MUNICIPIO|(1980.0, 1985.0]
257|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|0|JUN|Selectividad|8.64|H|MISMO_MUNICIPIO|(1990.0, 1995.0]
259|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|0|JUN|Selectividad|10.136|D|OTRO_MUNICIPIO|(1990.0, 1995.0]
261|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|0|JUN|Selectividad|8.432|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
266|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|0|JUN|Formación Profesional|10.0|H|OTRO_MUNICIPIO|(1985.0, 1990.0]
269|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|1|JUN|Selectividad|8.042|D|OTRO_MUNICIPIO|(1990.0, 1995.0]
271|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|1|JUN|Formación Profesional|7.31|H|OTRO_MUNICIPIO|(1985.0, 1990.0]
272|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|1|JUN|Formación Profesional|7.92|D|OTRA_COMUNIDAD|(1985.0, 1990.0]
273|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|1|JUN|Selectividad|9.096|D|OTRO_MUNICIPIO|(1990.0, 1995.0]
275|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|0|JUN|Selectividad|7.034|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
278|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|0|JUN|Selectividad|9.81|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
279|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|1|JUN|Selectividad|10.3|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
286|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|0|JUN|Selectividad|11.974|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
287|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|0|JUN|Selectividad|7.778|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
288|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|1|JUN|Selectividad|8.064|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
291|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|0|JUN|Selectividad|8.246|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
295|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|0|JUN|Selectividad|7.84|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
296|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|1|JUN|Selectividad|8.064|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
298|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|0|JUN|Formación Profesional|8.43|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
299|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|0|JUN|Selectividad|10.804|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
302|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|0|JUN|Selectividad|7.382|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
303|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|1|JUN|Selectividad|7.818|D|OTRO_MUNICIPIO|(1990.0, 1995.0]
304|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|1|JUN|Formación Profesional|8.15|D|OTRO_MUNICIPIO|(1985.0, 1990.0]
305|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|1|JUN|Selectividad|10.794|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
311|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|1|JUN|Selectividad|6.482|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
313|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|0|JUN|Selectividad|6.465|D|OTRA_COMUNIDAD|(1990.0, 1995.0]
315|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|1|JUN|Selectividad|6.846|H|MISMO_MUNICIPIO|(1990.0, 1995.0]
316|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|1|JUN|Formación Profesional|6.88|H|OTRO_MUNICIPIO|(1985.0, 1990.0]
318|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|0|JUN|Selectividad|6.354|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
326|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|0|JUN|Formación Profesional|6.64|H|OTRO_MUNICIPIO|(1985.0, 1990.0]
327|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|0|JUN|Selectividad|6.522|H|MISMO_MUNICIPIO|(1990.0, 1995.0]
328|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|0|JUN|Formación Profesional|6.38|D|OTRO_MUNICIPIO|(1990.0, 1995.0]
329|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|0|JUN|Selectividad|6.932|H|MISMO_MUNICIPIO|(1990.0, 1995.0]
330|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|1|JUN|Formación Profesional|6.77|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
331|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|0|JUN|Formación Profesional|6.3|D|MISMO_MUNICIPIO|(1985.0, 1990.0]
332|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|0|JUN|Formación Profesional|6.9|H|MISMO_MUNICIPIO|(1985.0, 1990.0]
334|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|1|JUN|Formación Profesional|6.88|H|OTRO_MUNICIPIO|(1985.0, 1990.0]
335|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|0|JUN|Selectividad|6.392|D|MISMO_MUNICIPIO|(1990.0, 1995.0]
336|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|1|JUN|Selectividad|6.172|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
338|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|1|JUN|Selectividad|6.092|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
341|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2012-13|1|JUN|Selectividad|5.986|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
352|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|0|JUN|Selectividad|10.936|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
355|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|0|JUN|Selectividad|10.79|H|OTRA_COMUNIDAD|(1990.0, 1995.0]
357|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|0|JUN|Selectividad|8.368|H|MISMO_MUNICIPIO|(1990.0, 1995.0]
359|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|1|JUN|Selectividad|8.668|D|OTRO_MUNICIPIO|(1990.0, 1995.0]
360|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|0|JUN|Selectividad|12.26|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
371|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|0|JUN|Selectividad|9.406|D|OTRO_MUNICIPIO|(1990.0, 1995.0]
375|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|1|JUN|Selectividad|7.801|H|OTRA_COMUNIDAD|(1990.0, 1995.0]
376|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|1|JUN|Selectividad|7.382|D|MISMO_MUNICIPIO|(1990.0, 1995.0]
378|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|1|JUN|Selectividad|11.81|D|OTRO_MUNICIPIO|(1990.0, 1995.0]
382|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|0|JUN|Selectividad|9.342|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
383|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|0|JUN|Selectividad|10.05|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
384|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|0|JUN|Selectividad|11.496|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
385|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|0|JUN|Selectividad|7.09|H|MISMO_MUNICIPIO|(1980.0, 1985.0]
386|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|0|JUN|Selectividad|9.994|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
391|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|0|JUN|Selectividad|8.108|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
392|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|0|JUN|Selectividad|5.636|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
393|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|0|JUN|Selectividad|7.758|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
398|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|0|JUN|Selectividad|9.358|H|MISMO_MUNICIPIO|(1990.0, 1995.0]
406|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|1|JUN|Selectividad|7.204|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
407|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|1|JUN|Selectividad|11.068|H|MISMO_MUNICIPIO|(1990.0, 1995.0]
411|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|1|JUN|Selectividad|8.6|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
412|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|1|SEP|Selectividad|6.236|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
414|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|1|JUN|Selectividad|7.976|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
417|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|0|JUN|Selectividad|10.706|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
418|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|0|JUN|Selectividad|9.142|H|MISMO_MUNICIPIO|(1990.0, 1995.0]
421|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|1|JUN|Selectividad|7.786|H|MISMO_MUNICIPIO|(1990.0, 1995.0]
425|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|0|JUN|Selectividad|7.996|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
426|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|1|JUN|Selectividad|7.386|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
430|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|0|JUN|Selectividad|7.868|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
435|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|1|JUN|Selectividad|6.694|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
438|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|0|JUN|Selectividad|11.494|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
440|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|0|JUN|Selectividad|7.644|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
441|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|1|JUN|Mayores de 25/40/45 años|7.92|H|OTRO_MUNICIPIO|(1985.0, 1990.0]
442|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|1|JUN|Selectividad|7.9|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
445|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|1|DIC|Título Universitario|7.92|H|MISMO_MUNICIPIO|(1980.0, 1985.0]
449|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|0|JUN|Selectividad|7.996|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
452|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|1|JUN|Selectividad|7.918|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
456|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|1|JUN|Selectividad|6.357|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
458|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|1|JUN|Selectividad|6.476|H|MISMO_MUNICIPIO|(1990.0, 1995.0]
460|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|1|JUN|Selectividad|6.314|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
464|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|1|JUN|Selectividad|5.676|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
468|1632|GRADO EN INGENIERÍA INFORMÁTICA EN INGENIERÍA DEL SOFTWARE|2013-14|0|JUN|Selectividad|6.022|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
